full_name,stargazers_count,description,created_at,updated_at,forks_count,watchers_count,size,language,has_issues,has_projects,has_downloads,has_wiki,has_pages,has_discussions,archived,open_issues_count
aws/rolesanywhere-credential-helper,150,,2022-07-20T03:26:39Z,2025-05-15T21:46:31Z,49,150,1941,Go,True,True,True,False,False,False,False,25
rapiddweller/rapiddweller-benerator-ce,150,"BENERATOR is a leading software solution to generate, obfuscate, pseudonymize and migrate data for development, testing, and training purposes with a model-driven approach.",2021-01-20T12:13:30Z,2025-05-16T06:13:26Z,27,150,37004,Java,True,True,True,True,False,True,False,13
MPI-SWS/genmc,150,Generic model checker for concurrent C programs (mirror repository),2019-02-11T14:21:22Z,2025-05-16T10:12:25Z,24,150,2700,C++,True,True,True,True,False,False,False,18
wdecoster/cramino,150,"A *fast* tool for BAM/CRAM quality evaluation, intended for long reads",2022-09-05T21:00:50Z,2025-05-16T18:23:10Z,11,150,180176,Rust,True,True,True,True,False,False,False,4
google-fabric/galley,150,Orchestrator for local Docker containers,2015-09-17T19:05:12Z,2025-05-17T01:11:49Z,9,150,252,CoffeeScript,True,True,True,True,False,False,True,1
hugues31/coinnect,150,Coinnect is a Rust library aiming to provide a complete access to main crypto currencies exchanges via REST API.,2017-02-14T23:22:33Z,2025-05-16T15:27:51Z,43,150,373,Rust,True,True,True,True,False,False,False,8
Forgot-Dream/STS-Bcut,150,使用必剪API，语音转字幕，支持输入声音文件，也支持输入视频文件自动提取音频。,2023-02-25T06:08:54Z,2025-05-17T07:22:12Z,16,150,110,C#,True,True,True,True,False,False,False,1
co-cddo/api-catalogue,150,The list of APIs in Government,2019-09-05T11:03:45Z,2025-05-17T23:52:56Z,36,150,27353,Ruby,True,True,True,False,True,True,False,46
Shougo/dpp.vim,150,Dark powered plugin manager for Vim/Neovim,2023-08-08T23:23:02Z,2025-05-18T08:23:21Z,5,150,380,TypeScript,True,True,True,True,False,False,False,0
endurodave/StateMachine,150,State Machine Design in C++,2017-10-28T15:10:24Z,2025-05-19T08:20:18Z,42,150,76,C++,True,True,True,True,False,False,False,3
pawamoy/markdown-exec,150,Utilities to execute code blocks in Markdown files.,2022-02-11T22:48:50Z,2025-05-19T13:23:07Z,15,150,2230,Python,True,True,True,True,True,True,False,19
mijia/gopark,150,A Naive/Local Go Porting of Spark/DPark,2013-10-12T09:07:16Z,2025-04-03T01:42:54Z,16,150,217,Go,True,True,True,True,False,False,False,2
BlackHC/neural_net_checklist,150,,2024-08-13T19:01:01Z,2025-03-27T03:44:43Z,8,150,52,Python,True,True,True,True,False,False,False,0
varletjs/varlet-vue2,150,Material design mobile component library for Vue2 / 基于 Vue2 的 Material design 风格移动端组件库,2022-02-16T05:50:31Z,2025-03-30T08:26:22Z,27,150,12133,Vue,True,True,True,True,False,False,True,0
heqing0712/vue-codepen,150,vue-codepen 在线代码编辑器  ,2018-03-17T16:25:08Z,2025-03-31T13:23:24Z,40,150,4029,JavaScript,True,True,True,True,True,False,False,10
jixianu/EasyFun,150,a project  using react antd webpack es6 ,2017-02-23T15:49:25Z,2025-03-31T21:56:10Z,46,150,1580,JavaScript,True,True,True,True,False,False,False,3
zygmuntz/numer.ai,150,Validation and prediction code for numer.ai,2015-12-16T20:54:00Z,2023-12-13T17:49:43Z,41,150,19,Python,True,True,True,True,False,False,False,0
mateuszkocz/3l,150,Lots of Love for LESS,2012-03-21T23:27:55Z,2024-01-17T15:48:34Z,22,150,1222,CSS,True,True,True,True,True,False,False,4
tolgaergin/social,150,jQuery plugin for listing profiles and sharing,2013-01-07T14:03:10Z,2024-01-17T15:59:15Z,56,150,722,CSS,True,True,True,True,False,False,False,9
science-periodicals/jsonld-vis,150,Turn JSON-LD into pretty graphs,2015-12-15T22:17:56Z,2024-12-09T16:39:33Z,26,150,685,JavaScript,True,True,True,True,False,False,False,6
fullscale/pypes,150,A component based data flow framework with a drag-n-drop Web 2.0 interface. Based on Stackless Python and inspired by Yahoo! Pipes.,2011-12-13T16:12:27Z,2024-07-25T15:07:51Z,50,150,2518,JavaScript,True,True,True,True,False,False,False,3
hifocus/instapp,150,"Get apps instantly via web. (This project is currently deprecated, aside from some infrequent fixes)",2018-06-02T05:31:26Z,2024-05-09T06:32:28Z,15,150,13307,HTML,True,False,True,False,True,False,False,3
juxt/iota,150,Infix operators for test assertions,2015-07-17T14:13:45Z,2024-10-23T06:13:58Z,7,150,27,Clojure,True,True,True,True,False,False,False,5
jp1017/Android-Development-Aircraft-Carrier,150,打造安卓开发航空母舰，Android Studio 使用集锦,2015-10-20T03:12:15Z,2025-02-21T15:48:04Z,38,150,17,,True,True,True,True,False,False,False,1
1135/1135-CobaltStrike-ToolKit,150,about CobaltStrike,2019-02-22T09:36:44Z,2025-02-19T17:47:46Z,35,150,23,,True,True,True,True,False,False,False,0
deadlydog/Invoke-MsBuild,150,Invoke-MsBuild PowerShell module to make building projects and solutions with MsBuild.exe easy.,2016-05-25T06:29:01Z,2025-01-28T08:07:59Z,34,150,193,PowerShell,True,True,True,True,False,False,False,4
jolicode/composer-cheatsheet,150,:clipboard: Everything you have to know about composer.json in one page.,2012-07-25T13:10:37Z,2025-01-12T17:08:02Z,43,150,182,HTML,True,True,True,True,True,False,False,7
nicolasgramlich/AndEnginePhysicsBox2DExtension,150,AndEngine - Physics Box2D Extension,2011-11-22T22:29:03Z,2025-03-22T23:37:16Z,187,150,24367,C++,True,True,True,True,False,False,False,9
Akira-Hayasaka/ofxInkSim,150,openFrameworks ink/fluid deposition simulator addon.,2015-05-15T07:55:41Z,2025-03-21T22:23:13Z,27,150,12194,C++,True,True,True,True,False,False,False,4
glumes/AndroidDevWithCpp,150,Android Develop With C++,2017-05-25T16:23:55Z,2025-02-06T09:20:01Z,39,150,303,C,True,True,True,True,False,False,False,1
crisbal/docker-torch-rnn,150,Docker images for using torch-rnn,2016-05-15T11:42:33Z,2025-03-01T06:14:16Z,37,150,14,Dockerfile,True,True,True,True,False,False,False,9
vincentdchan/jetpack.js,150,A JavaScript bundler and minifier implemented in C++ aimed at excellent performance.,2019-09-12T18:29:39Z,2025-02-28T04:19:11Z,9,150,27601,C++,True,True,True,True,False,False,False,7
OneGraph/graphiql-explorer-example,150,Example of OneGraph's GraphiQL Explorer in action,2019-01-22T20:43:41Z,2025-01-29T19:53:39Z,54,150,1613,JavaScript,True,True,True,True,True,False,False,29
openwebwork/webwork2,150,Course management front end for WeBWorK,2011-12-28T19:22:20Z,2025-03-26T11:42:58Z,165,150,89565,Perl,True,True,True,True,False,True,False,127
chenshuo/linux-debug,150,,2016-04-06T03:19:52Z,2025-03-25T09:21:00Z,53,150,598086,C,True,True,True,True,False,False,False,1
yarodevuci/backgroundTask,150,An infinite backgroundTask based on playing blank audio file ...,2016-08-28T05:24:18Z,2025-03-25T19:09:32Z,24,150,67,Swift,True,True,True,True,False,False,False,1
ivafanas/sltbench,150,"C++ benchmark tool. Practical, stable and fast performance testing framework.",2016-06-19T12:12:16Z,2025-03-25T15:07:40Z,10,150,349,C++,True,True,True,True,False,False,False,11
liftoff-sr/CIPster,150,Ethernet/IP (Common Industrial Protocol) stack in C++.  This started as a C to C++ conversion of C based OpENer.,2016-04-26T20:45:40Z,2025-04-08T23:22:37Z,52,150,1813,C++,True,True,True,True,False,True,False,3
jpuigcerver/Laia,150,Laia: A deep learning toolkit for HTR based on Torch,2016-03-15T14:32:19Z,2025-04-14T05:54:09Z,56,150,1884,Shell,True,True,True,True,False,False,False,8
zerofox-oss/SNAP_R,150,A machine learning based social media pen-testing tool,2016-07-28T20:35:35Z,2025-04-17T00:24:00Z,41,150,37,Python,True,True,True,True,False,False,False,1
thinks/fast-marching-method,150,"Single file, header-only, no dependencies C++ implementation of the fast marching method in arbitrary dimensions.",2015-10-11T19:17:34Z,2025-04-17T06:31:00Z,28,150,10065,C++,True,True,True,True,False,False,False,0
Scrawk/2D-Deformable-body-in-Unity,150,A 2D Deformable body simulation in Unity using FEM,2017-12-31T10:09:38Z,2025-04-16T01:35:05Z,12,150,3134,C#,True,True,True,True,False,False,False,1
cyberboysumanjay/APIs,150,This Repository contains link to many Open or Closed Source APIs which I've made,2020-06-08T12:59:18Z,2025-04-18T16:58:54Z,26,150,44,,True,True,True,True,True,False,False,1
Interbotix/interbotix_ros_manipulators,150,ROS Packages for Interbotix Arms,2020-10-22T18:46:20Z,2025-04-21T04:03:11Z,95,150,13881,Python,True,False,True,False,False,False,False,20
vincent-picaud/Bazel_and_CompileCommands,150,Add compile_commands.json to your C++ Bazel Project,2017-06-26T13:44:52Z,2025-04-23T12:00:08Z,32,150,27,Shell,True,True,True,True,False,False,False,0
Shinmera/deploy,150,Deployment tools for standalone Common Lisp applications,2017-06-06T16:58:07Z,2025-04-26T23:26:38Z,16,150,166,Common Lisp,True,True,True,True,True,False,False,4
Ebryx/Nessus_Map,150,Parse .nessus file(s) and shows output in interactive UI,2019-02-07T12:28:43Z,2025-04-29T04:32:02Z,42,150,372,HTML,True,True,True,True,False,False,False,0
catharsis/spotifile,150,FUSE file system for Spotify,2013-04-09T19:03:54Z,2025-04-29T19:25:25Z,7,150,279,C,True,True,True,False,True,False,False,16
fail0verflow/radeon-tools,150,Radeon reverse engineering tools,2016-12-27T21:34:27Z,2025-05-01T12:39:37Z,17,150,28,Python,True,True,True,True,False,False,False,1
pentilm/FactAI,150,"Harnessing the Power of AI to Navigate the Information Age – Uncovering Truth, Promoting Transparency, and Championing Fact-Based Discourse!",2023-05-30T11:04:14Z,2025-05-01T12:28:57Z,40,150,16259,Python,True,True,True,True,False,True,False,0
redstreet/fava_investor,150,"Comprehensive set of reports, analyses, and tools for investments, for Beancount and Fava (plain text, double entry accounting software). Includes Fava plugins, command line tools, and libraries for each module.",2020-03-08T22:57:55Z,2025-05-08T21:33:53Z,21,150,1139,Python,True,True,True,True,False,False,False,12
apache/ofbiz-plugins,150,"Apache OFBiz is an open source product for the automation of enterprise processes. It includes framework components and business applications for ERP, CRM, E-Business/E-Commerce, Supply Chain Management and Manufacturing Resource Planning. OFBiz provides a foundation and starting point for reliable, secure and scalable enterprise solutions.",2017-03-05T08:00:07Z,2025-05-11T11:53:19Z,173,150,168103,Java,False,True,True,False,False,False,False,7
Harinadha/STM32_MPU6050lib,150,MPU6050 I2C Library for STM32f103xx family of microcontrollers,2012-05-22T09:32:51Z,2025-05-02T23:12:43Z,89,150,280,C,True,True,True,True,False,False,False,4
decile-team/distil,150,DISTIL: Deep dIverSified inTeractIve Learning. An active/inter-active learning library built on py-torch for reducing labeling costs.,2020-12-28T05:45:45Z,2025-05-07T12:26:17Z,26,150,23641,Jupyter Notebook,True,True,True,True,False,False,False,9
qwacko/sveltekit-lucia-starter,150,,2023-03-26T18:02:49Z,2025-05-15T09:58:21Z,14,150,1596,JavaScript,True,True,True,True,False,False,False,0
erincandescent/elfload,150,An ELF loader for embedded systems.,2014-10-04T20:11:47Z,2025-05-15T14:27:35Z,39,150,24,C,True,True,True,True,False,False,False,3
eskimoblood/jim-knopf,200,:o: small JavaScript library to create knobs using SVG,2012-10-23T21:13:03Z,2024-12-26T13:11:18Z,43,200,80,JavaScript,True,True,True,False,True,False,False,2
NLP-kr/tensorflow-ml-nlp,200,텐서플로우와 머신러닝으로 시작하는 자연어처리(로지스틱회귀부터 트랜스포머 챗봇까지),2018-11-18T08:20:47Z,2024-11-20T00:42:45Z,102,200,161996,Jupyter Notebook,True,True,True,True,False,False,False,5
landaire/unfuck,200,Python 2.7 bytecode d̶e̶o̶b̶f̶u̶s̶c̶a̶t̶o̶r unfucker,2021-08-05T16:48:34Z,2025-02-12T08:47:09Z,12,200,3126,Rust,True,True,True,True,False,True,False,1
taobao/TBSchedule,200,一个简洁的分布式任务调度引擎,2012-05-04T06:10:19Z,2025-01-27T13:44:37Z,79,200,100,,True,True,True,True,False,False,False,5
monaGeju/FEShare,200,前端资料共享,2021-01-04T03:56:53Z,2025-04-12T07:32:25Z,7,200,841002,HTML,True,True,True,True,False,False,False,0
MatrixAINetwork/SMARTCONTRACT,200,Both reference and MATRIX original sol files,2018-08-24T09:43:47Z,2025-04-17T05:04:44Z,168,200,66546,,True,True,True,True,False,False,False,0
force-net/Crc32.NET,200,Fast version of Crc32 algorithm for .NET,2016-06-19T11:16:18Z,2025-03-24T15:49:03Z,52,200,1278,C#,True,True,True,True,False,False,False,13
ajlopez/SoliditySamples,200,Solidity Smart Contracts Samples,2017-10-28T12:49:05Z,2025-03-25T09:21:26Z,49,200,1173,JavaScript,True,True,True,True,False,False,False,18
tomokuni/Myrica,200,プログラミング用フォント Myrica（ミリカ）,2014-08-31T16:32:17Z,2025-04-04T04:02:17Z,16,200,500838,Python,True,True,True,True,False,False,False,2
rvm/rvm-capistrano,200,RVM / Capistrano Integration Gem,2012-03-26T15:19:12Z,2025-03-23T17:53:13Z,39,200,152,Ruby,True,True,True,True,False,False,False,4
USTC-Hackergame/hackergame2023-writeups,200,Hackergame 2023 的官方与非官方题解 ,2023-11-04T03:03:42Z,2025-04-26T13:13:15Z,63,200,242145,JavaScript,True,True,True,False,False,False,False,2
voxpupuli/puppet-python,200,"Puppet module for installing and managing Python, pip, virtualenvs and Gunicorn virtual hosts.",2012-09-09T22:36:58Z,2025-04-28T19:33:09Z,374,200,1131,Ruby,True,False,True,False,False,False,False,77
agoncal/agoncal-application-petstore-ee6,200,A Java Petstore using the Java EE 6,2012-01-22T21:18:56Z,2025-04-29T03:15:31Z,199,200,510,Java,True,True,True,True,False,False,False,24
g0v/twgeojson,200,geojson data for Taiwan,2012-11-07T10:52:18Z,2025-04-30T06:31:18Z,83,200,93138,LiveScript,True,True,True,True,True,False,False,18
FrogSquare/GodotFireBase,200,"FireBase for godot, new version https://github.com/FrogSquare/GDFirebase",2017-03-19T07:26:37Z,2025-05-04T02:57:34Z,35,200,320,Java,False,True,True,True,False,False,True,19
ChengyiLIU-cs/Generative-Diffusion-Models-on-Graphs,200,,2023-06-07T07:06:51Z,2025-05-07T14:09:54Z,13,200,151,,True,True,True,True,False,False,False,0
laurencelundblade/QCBOR,200,"Comprehensive, powerful, commercial-quality CBOR encoder/ decoder that is still suited for small devices.",2018-09-13T19:21:35Z,2025-05-08T09:28:56Z,53,200,2548,C,True,True,True,True,False,False,False,19
jixiuf/vterm-toggle,200,toggles between the vterm buffer and whatever buffer you are editing.,2019-03-23T14:31:10Z,2025-05-10T17:48:07Z,12,200,85,Emacs Lisp,True,True,True,True,False,False,False,6
mobinni/Complete-SQL-Database-Bootcamp-Zero-to-Mastery,200,,2020-04-26T19:40:12Z,2025-05-14T23:50:49Z,548,200,398,,True,True,True,True,False,False,False,66
iomoath/SharpStrike,200,A Post exploitation tool written in C# uses either CIM or WMI to query remote systems.,2021-08-22T05:25:36Z,2025-05-15T11:14:00Z,51,200,76015,C#,True,True,True,True,False,False,False,0
tjammer/raylib-ocaml,200,OCaml bindings for raylib and raygui,2020-08-27T21:16:05Z,2025-05-18T17:24:19Z,14,200,8114,OCaml,True,True,True,True,True,False,False,4
gvcgo/asciinema,200,🔥🎨 ⚡️📝A cross-platform asciinema(v2) terminal session recorder for MacOS/Linux/Windows. Currently a better choice than the official one.,2023-07-30T14:40:29Z,2025-05-16T19:10:30Z,8,200,93,Go,True,True,True,True,False,False,False,0
DumprX/DumprX,200,DumprX: A Script to Dump Android ROMs/Firmwares,2022-03-10T12:21:19Z,2025-05-17T03:03:47Z,91,200,22759,Shell,True,True,True,True,False,False,False,3
linuxserver/docker-chromium,200,Web accessible Chromium inside an Debian Container,2023-03-18T18:31:26Z,2025-05-16T23:33:22Z,54,200,480,Dockerfile,True,True,True,True,False,False,False,2
xiosec/Reverse-engineering,200,Reverse Engineering tools,2021-06-05T06:21:22Z,2025-05-17T16:22:41Z,27,200,4899,C,True,True,True,True,False,False,False,0
BaseMax/GitHub-Repository-Export-List,200,Python: A tiny script to get list of all repository of a GitHub user and generate HTML output with style.,2021-03-21T14:53:17Z,2025-05-17T17:13:31Z,29,200,117,HTML,True,True,True,True,True,False,False,6
SauravMukherjee44/CodeIN-Community-Website,200,"Open Source Website for CodeIN Community built using HTML, CSS, JavaScript, Firebase and Bootstrap ",2021-09-27T21:28:15Z,2025-05-18T08:08:38Z,422,200,103803,HTML,True,True,True,True,True,True,False,178
orels1/orels-Unity-Shaders,200,A collection of practical Unity shaders for your next project,2021-01-17T20:08:28Z,2025-05-19T10:12:27Z,17,200,106683,HLSL,True,True,True,False,True,True,False,37
AllTheMods/ATM-10,200,All the Mods 10,2024-06-17T23:11:45Z,2025-05-19T14:48:47Z,113,200,576743,JavaScript,True,True,True,True,False,True,False,99
frezs/MateBook14-Hackintosh,200,Matebook 14/13 (2019/2020/2021) MacOS Monterey & Bigsur Installation tutorial,2019-05-12T15:16:08Z,2025-05-19T16:55:47Z,38,200,90127,ASL,True,True,True,True,False,False,False,28
sofish/han,200,a module for tanslating Chinese(汉字) into /\w+/ or pinyin,2012-10-04T13:43:39Z,2023-05-11T12:27:30Z,34,200,431,JavaScript,True,True,True,True,False,False,False,3
simondevyoutube/MinecraftClone,200,,2020-02-09T14:05:03Z,2025-03-27T19:59:15Z,111,200,1917,JavaScript,True,True,True,True,True,False,False,1
juks/iso-8583-socket-queue,200,ISO 8583 gateway,2015-08-19T17:00:43Z,2025-04-02T19:09:06Z,113,200,269,JavaScript,True,True,True,True,False,True,False,10
Sappharad/MultiPatch,200,Multi-Format File Patching App for macOS,2014-03-02T17:17:08Z,2025-03-31T23:33:32Z,16,200,3617,Shell,True,True,True,True,False,False,False,4
npm/normalize-package-data,200,"normalizes package metadata, typically found in package.json file.",2013-04-08T16:57:30Z,2025-04-09T14:29:02Z,48,200,570,JavaScript,True,True,True,False,False,False,False,19
sous-chefs/apt,200,Development repository for the apt cookbook,2012-03-14T18:11:00Z,2025-04-14T13:55:02Z,264,200,740,Ruby,True,False,False,False,False,False,False,9
georgepalmer/couch_foo,200,CouchFoo provides an ActiveRecord API interface to CouchDB,2009-02-04T10:32:20Z,2025-04-12T21:46:59Z,10,200,212,Ruby,True,True,True,True,False,False,False,1
candlewill/Chinsese_word_vectors,200,Chinsese_word_vectors,2016-01-07T05:59:32Z,2025-04-15T08:14:17Z,44,200,18386,C,True,True,True,True,False,False,False,3
alberteije/T2Ti-Pegasus-PDV,200,Repositório do Projeto T2Ti Pegasus PDV,2021-04-13T17:09:23Z,2025-04-22T00:49:53Z,121,200,93879,Dart,True,True,True,True,False,False,False,3
mzbac/llama2-fine-tune,200,Scripts for fine-tuning Llama2 via SFT and DPO.,2023-08-13T14:11:55Z,2025-05-08T07:39:42Z,37,200,8,Python,True,True,True,True,False,False,False,3
SAP-samples/abap-platform-fiori-feature-showcase,200,"Feature showcase that demonstrates and documents how to implement annotation-driven SAP Fiori Elements UI features for oData V4, using the ABAP RESTful Application Programming Model (RAP).",2022-10-10T07:11:03Z,2025-05-09T09:18:40Z,50,200,27810,,True,True,True,True,False,False,False,4
github/jtml,200,"Write HTML in JavaScript, using template-tags.",2020-10-26T15:25:45Z,2025-01-09T19:58:44Z,9,200,376,TypeScript,True,True,True,True,False,False,True,4
swghosh/DeepFace,200,"Keras implementation of the renowned publication ""DeepFace: Closing the Gap to Human-Level Performance in Face Verification"" by Taigman et al. Pre-trained weights on VGGFace2 dataset.",2019-09-23T20:59:07Z,2025-05-07T19:17:33Z,62,200,482,Python,True,True,True,True,True,False,False,2
m-a-d-n-e-s-s/madness,200,Multiresolution Adaptive Numerical Environment for Scientific Simulation,2014-05-23T13:34:34Z,2025-05-06T16:41:16Z,67,200,486699,C++,True,True,True,True,True,True,False,52
dlcowen/sansfor509,200,Public script from SANS FOR509 Enterprise Cloud Incident Response,2021-05-01T21:07:52Z,2025-05-06T22:16:23Z,41,200,65,Python,True,True,True,True,False,False,False,1
wvangansbeke/Self-Supervised-Learning-Overview,200,📜 Self-Supervised Learning from Images: Up-to-date reading list.,2021-02-12T01:29:51Z,2025-05-08T02:13:19Z,24,200,71,,True,True,True,True,False,False,False,0
wxy2077/video_spider,200,😛 源视频mp4链接获取: toutiao今日头条app视频;🍉xigua西瓜视频; 🐧tencent腾讯视频;  🎼douyin抖音分享短链接解析，获取无水印播放链接;,2018-07-30T00:04:06Z,2025-05-13T15:23:50Z,85,200,97,Python,True,True,True,True,False,False,False,2
pipecat-ai/gemini-webrtc-web-simple,200,Gemini Multimodal Live + WebRTC in a single `app.ts`,2024-12-20T17:15:14Z,2025-05-15T10:02:00Z,27,200,14,Python,True,True,True,True,False,False,False,1
Washington-University/workbench,200,Connectome Workbench,2012-03-07T21:18:00Z,2025-05-15T17:02:43Z,66,200,75992,C++,True,True,True,True,False,False,False,10
CBLabresearch/Clematis,200,PE to shellcode,2024-12-26T08:44:02Z,2025-05-18T17:08:10Z,37,200,3051,Python,True,True,True,True,False,False,False,2
themefisher/pinwheel-astro,200,Pinwheel is a multipurpose SaaS theme built with Astro and TailwindCSS.,2023-05-01T09:48:28Z,2025-05-18T17:42:25Z,155,200,7916,Astro,True,True,True,True,False,False,False,3
Gowtham1729/Image-Processing,200,Image Processing Toolbox in Verilog using Basys3 FPGA,2018-12-04T19:13:03Z,2025-05-18T13:42:57Z,39,200,26176,VHDL,True,True,True,True,False,False,False,0
destoryD/chaoxing-api,200,超星/超星尔雅/智慧树/学习通/职教云/智慧职教/中国大学MOOC/雨课堂/考试星等网课题库查题接口API,2020-04-22T10:53:51Z,2025-05-18T08:39:06Z,17,200,549,,True,True,True,True,False,False,False,0
ryze-labs/how-to-solana,200,"Repository of our How to Solana book, open for all to suggest edits and recommendations.",2021-08-18T13:57:21Z,2025-05-18T00:15:27Z,27,200,111,,True,True,True,True,False,False,False,3
philipplackner/ShoppingListTestingYT,200,,2020-08-21T10:30:26Z,2025-05-17T17:13:26Z,211,200,253,Kotlin,True,True,True,True,False,False,False,3
opendilab/awesome-ui-agents,200,"A curated list of of awesome UI agents resources, encompassing Web, App, OS, and beyond (continually updated)",2024-06-17T08:00:13Z,2025-05-19T08:57:53Z,22,200,1147,,True,True,True,True,False,False,False,0
dmaydan/Maze_Solver_Generator,200,Solve and generate mazes in JS,2019-01-27T08:03:20Z,2024-07-28T03:55:39Z,20,200,424,JavaScript,True,True,True,True,True,False,False,1
alexyoung/nodeinpractice,200,The source code for the book Node.js in Practice (ISBN: 9781617290930),2014-11-17T17:07:59Z,2025-03-23T11:23:30Z,100,200,13801,JavaScript,True,True,True,True,False,False,False,5
Fankouzu/my-crypto-zombie,200,僵尸之谜-迷恋尸-区块链收藏游戏,2019-12-18T18:02:48Z,2025-03-22T05:18:51Z,101,200,12236,JavaScript,True,True,True,True,True,False,False,16
daveaglick/FluentBootstrap,200,"Provides extensions, helper classes, model binding, and other goodies to help you use the Bootstrap CSS framework from .NET code.",2014-07-22T17:50:55Z,2025-03-29T12:07:23Z,76,200,35748,C#,True,True,True,True,False,False,True,27
subinps/TG-WhatsApp,200,Receive your WhatsApp messages on Telegram,2022-10-05T05:14:51Z,2025-04-09T20:53:47Z,89,200,325,JavaScript,True,True,True,True,False,False,False,1
getjump/VkApiPHP,200,[Abandoned] Library for work with API Vk.com,2014-05-04T04:24:12Z,2025-03-05T03:20:06Z,53,200,125,PHP,True,True,True,True,False,False,False,17
tracyhenry-visionOS/GenerativeDoodleArt_VisionOS,200,A compact visionOS project that offers a deep dive into the platform's core functionalities,2023-08-09T00:09:33Z,2025-04-24T08:58:38Z,18,200,17373,Swift,True,True,True,False,False,False,False,2
fsprojects/ExcelFinancialFunctions,200,.NET Standard library providing the full set of financial functions from Excel.,2013-12-18T13:55:08Z,2025-04-24T14:08:17Z,64,200,2437,F#,True,True,True,True,True,False,False,7
vog/sha1,200,SHA-1 implementation in C++. Do not use SHA-1 unless you have to! https://en.wikipedia.org/wiki/SHA-1#Birthday-Near-Collision_Attack_%E2%80%93_first_practical_chosen-prefix_attack,2014-06-08T12:10:54Z,2025-04-25T04:36:39Z,80,200,36,C++,True,True,True,True,False,False,False,3
davicotico/jquery-menu-editor,200,Multilevel Menu Editor for Bootstrap 4.x (Html & Javascript code),2017-01-12T21:52:02Z,2025-05-05T11:30:34Z,89,200,327,JavaScript,True,True,True,True,True,False,False,5
Elrori/EBAZ4205,200,EBAZ4205 BOARD,2019-04-30T07:19:19Z,2025-05-06T05:20:18Z,85,200,8317,C,True,True,True,True,False,False,False,1
fictorial/BHTabBar,200,A web-browser like tab bar implementation for iOS4+,2011-07-08T05:40:11Z,2024-12-18T11:57:32Z,41,200,400,Objective-C,True,True,True,True,True,False,False,5
yatinsns/HPGrowingTextView,200,,2011-10-31T08:03:42Z,2024-06-17T13:17:26Z,56,200,147,Objective-C,True,True,True,True,False,False,False,5
codecasts/codecasts,200,CODECASTS's source code,2016-09-22T22:46:28Z,2024-06-08T14:48:17Z,42,200,2912,PHP,True,True,True,True,False,False,False,14
MengZhaoFly/wechatApp-netease_cloudmusic,200,小程序模仿——网易云音乐,2017-05-04T11:11:08Z,2025-01-20T07:22:52Z,56,200,5510,JavaScript,True,True,True,True,False,False,False,4
woowacourse/prolog,200,우아한테크코스 크루들이 배운 내용을 기록하는 학습로그 저장소입니다.,2021-04-29T22:33:03Z,2025-05-11T23:13:29Z,29,200,8150,Java,True,True,True,True,False,True,False,104
45Drives/cockpit-identities,200,User and group management plugin for Houston UI (Cockpit),2022-03-24T18:14:25Z,2025-05-10T09:35:07Z,8,200,2469,Vue,True,True,True,True,False,False,False,7
dream2023/awesome-lesscode,200,less code / no code 前后端实践和工具列表,2020-01-16T01:12:54Z,2025-05-14T05:44:06Z,32,200,46,,True,True,True,True,False,False,False,0
SeakMengs/WindowPet,200,"Pet overlay app built with tauri and react that lets you have adorable companion such as pets, anime characters on your screen.",2023-07-18T09:17:58Z,2025-05-16T07:30:11Z,13,200,45923,TypeScript,True,True,True,True,False,True,False,6
olivierfriard/BORIS,200,Behavioral Observation Research Interactive Software,2014-01-28T21:42:45Z,2025-05-16T12:36:06Z,41,200,184643,Python,True,False,True,True,False,True,False,164
westpa/westpa,200,WESTPA: The Weighted Ensemble Simulation Toolkit with Parallelization and Analysis,2014-09-29T02:04:49Z,2025-05-17T08:10:51Z,57,200,48971,Python,True,True,True,True,True,True,False,29
thatsmanmeet/Tasky,200,Tasky is a highly intuitive and easy-to-use todo list application designed for those who seek a powerful yet minimalistic way to manage their daily tasks.,2023-02-19T12:35:36Z,2025-05-18T08:12:00Z,8,200,14220,Kotlin,True,True,True,True,False,False,False,1
abhiTronix/deffcode,200,A cross-platform High-performance FFmpeg based Real-time Video Frames Decoder in Pure Python 🎞️⚡,2022-03-07T07:14:21Z,2025-05-18T21:48:51Z,7,200,92893,Python,True,True,True,False,True,True,False,3
jqtangust/hawk,200,🔥 🔥 🔥 [NeurIPS 2024] Official Implementation of Hawk: Learning to Understand Open-World Video Anomalies ,2024-05-23T12:22:08Z,2025-05-19T03:17:09Z,3,200,5612,Python,True,True,True,True,False,False,False,1
Zimbra/zm-build,200,"zm-build for Zimbra Collaboration Suite, FOSS Edition",2017-03-22T16:53:15Z,2025-05-19T12:57:05Z,89,200,15050,Perl,False,True,True,True,False,False,False,14
pantheon-systems/documentation,200,Pantheon Docs,2014-11-18T19:26:21Z,2025-05-19T15:24:33Z,716,200,487758,JavaScript,True,True,True,False,False,False,False,90
dersonsena/clean-arch-pokemon,200,Clean Architecture de um modo divertido e prático integrando uma API com uma API de Pokémon.,2020-12-25T15:19:26Z,2024-12-10T20:22:59Z,26,200,2270,PHP,True,True,True,True,False,False,False,1
harvardinformatics/JAuth,200,Java GUI client to generate Google authentication codes,2011-09-23T02:34:34Z,2024-12-19T02:06:53Z,50,200,66056,Java,True,True,True,False,True,False,False,14
